"pnum","age","female","ethnic","cauc","afamer","amerind","hawaii","asian","nonnative","year","marstat","momeduc","dadeduc","momjob","dadjob","ownhome","ownhome2","ownbus","spg1a1","spg1a2","spg1b","spg2a1","spg2a2","spg2b","spg3a1","spg3a2","spg3b","spg4a1","spg4a2","spg4b","spg5a1","spg5a2","spg5b","spg6a1","spg6a2","spg6b","spg7a1","spg7a2","spg7b","spg8a1","spg8a2","spg8b","spg9a1","spg9a2","spg9b","spg10a1","spg10a2","spg10b","spg11a1","spg11a2","spg11b","spg12a1","spg12a2","spg12b","spg13a1","spg13a2","spg13b","spg14a1","spg14a2","spg14b","spg15a1","spg15a2","spg15b","spg16a1","spg16a2","spg16b","spg17a1","spg17a2","spg17b","spg18a1","spg18a2","spg18b","spg19a1","spg19a2","spg19b","spg20a1","spg20a2","spg20b","spg21a1","spg21a2","spg21b","spg22a1","spg22a2","spg22b","spg23a1","spg23a2","spg23b","spg24a1","spg24a2","spg24b","spg25a1","spg25a2","spg25b","spg26a1","spg26a2","spg26b","spg27a1","spg27a2","spg27b","spg28a1","spg28a2","spg28b","spg29a1","spg29a2","spg29b","spg30a1","spg30a2","spg30b","spg31a1","spg31a2","spg31b","spg32a1","spg32a2","spg32b","spg33a1","spg33a2","spg33b","spg34a1","spg34a2","spg34b","spg35a1","spg35a2","spg35b","spg36a1","spg36a2","spg36b","upg1a1","upg1a2","upg1b","upg1c","upg1c1","upg1c2","upg2a1","upg2a2","upg2b","upg2c","upg2c1","upg2c2","upg3a1","upg3a2","upg3b","upg3c","upg3c1","upg3c2","upg4a1","upg4a2","upg4b","upg4c","upg4c1","upg4c2","upg5a1","upg5a2","upg5b","upg5c","upg5c1","upg5c2","upg6a1","upg6a2","upg6b","upg6c","upg6c1","upg6c2","upg7a1","upg7a2","upg7b","upg7c","upg7c1","upg7c2","upg8a1","upg8a2","upg8b","upg8c","upg8c1","upg8c2","upg9a1","upg9a2","upg9b","upg9c","upg9c1","upg9c2","upg10a1","upg10a2","upg10b","upg10c","upg10c1","upg10c2","upg11a1","upg11a2","upg11b","upg11c","upg11c1","upg11c2","upg12a1","upg12a2","upg12b","upg12c","upg12c1","upg12c2","upg13a1","upg13a2","upg13b","upg13c","upg13c1","upg13c2","upg14a1","upg14a2","upg14b","upg14c","upg14c1","upg14c2","upg15a1","upg15a2","upg15b","upg15c","upg15c1","upg15c2","upg16a1","upg16a2","upg16b","upg16c","upg16c1","upg16c2","dupg12a1","dupg12a2","dupg12b","dupg12c","dupg12c1","dupg12c2","dupg13a1","dupg13a2","dupg13b","dupg13c","dupg13c1","dupg13c2","dupg14a1","dupg14a2","dupg14b","dupg14c","dupg14c1","dupg14c2","suppnq1","suppnq2","suppnq3","nqfrat","nqrelig","nqcult","nqserv","nqsgov","nqnews","nqathim","nqathcoll","nqsliv","nqcrart","nqathsup","nqacad","nqrotc","skipped","edited","minutes","multrace","duke","pcis_pos","pcis_pun","pcis_ineff","ecrs_rejanx","ecrs_intav","spgmax","countmax","closemax","upgmax","ucountmax","uclosemax","spgcount","spgcountsum","spgclosesum","upgcount","upgcountsum","upgclosesum","inculcation_E","commonality_E","inculcation_P","commonality_P","inculcation_A","commonality_A","race_cat"
90,20,1,0,0,1,0,0,0,0,3,5,3,3,1,1,1,1,1,1,30,10,1,3,0,1,1,1,0,0,NA,1,2,0,0,0,NA,0,0,NA,0,0,NA,1,4,4,0,0,NA,0,0,NA,0,0,NA,1,1,1,1,4,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,1,5,5,1,2,2,1,1,1,0,0,NA,0,0,NA,1,1,1,1,200,25,1,10,2,1,3,0,1,2,2,1,1,1,1,6,6,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,0,1,1,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,50,5,2,NA,3,1,10,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,19,0,0,9,13,11,37,24,73,2,0,37.1,5,0,6,15,8,1,5,0,1.39546899693677,0.820892748990686,0.801738492311909,0.411151962087244,1.14394330887528,0.570918975305531,"afamer"
91,20,0,0,0,1,0,0,0,0,1,7,2,2,1,1,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,2,2,NA,3,0,0,NA,NA,NA,NA,1,2,2,2,NA,3,1,2,2,2,NA,3,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,4,2,NA,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,1,2,NA,3,1,2,2,2,NA,3,0,0,NA,NA,NA,NA,1,100,20,2,NA,4,1,5,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,15,12,23,15,0,0,0,58.3,2,2,0,0,NA,6,16,13,1.06126463988114,0.735408223116424,0.914606838817825,0.470371209901206,0.403248236629699,0.202929787070022,"afamer"
92,22,0,0,0,1,0,0,0,0,3,5,3,2,6,1,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,6,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,5,1,0,0,NA,0,0,NA,1,1,1,1,15,6,1,2,1,1,3,1,1,1,1,1,4,NA,1,1,1,1,4,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,0,2,NA,11,0,0,NA,NA,NA,NA,1,14,3,1,2,NA,1,20,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,17,0,0,20,17,12,28,21,0,0,0,54.3,1,1,0,0,NA,3,7,2,0.720966058019419,0.410465946428424,1.37492655992017,0.531335953269799,1.67882461001354,0.567365605907857,"afamer"
93,28,1,0,1,0,0,0,0,0,4,4,3,3,1,4,0,0,0,1,1,1,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,1,4,4,0,0,NA,1,1,1,0,0,NA,0,0,NA,1,7,7,0,0,NA,1,6,4,1,1,1,1,4,4,1,1,1,1,4,4,1,2,2,0,0,NA,0,0,NA,NA,NA,NA,1,1,1,2,NA,12,1,2,1,2,NA,8,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,5,2,NA,5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,2,NA,1,3,1,2,NA,6,0,0,NA,NA,NA,NA,1,5,2,1,2,NA,1,5,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,18,18,5,24,24,58,1,1,58.3,2,1,4,4,4,5,8,9,1.34396071612496,0.820685686393924,1.09944818360848,0.659895875603924,1.1085410241514,0.519256430793479,"cauc"
94,18,1,0,0,1,0,0,0,0,1,5,3,3,1,1,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,15,0,0,0,NA,1,3,0,0,0,NA,0,0,NA,1,3,2,1,9,4,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,50,25,1,10,10,0,0,NA,1,25,5,1,5,0,1,500,100,1,100,10,1,50,25,1,20,5,1,25,10,1,50,10,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,2,NA,8,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,12,4,2,NA,5,1,4,0,2,NA,1,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26,0,0,13,14,13,23,12,60,15,0,42.7,1,0,4,30,6,1,1,0,0.786733280106443,0.631750576057301,0.908310676454135,0.580458965437485,0.951292144240426,0.651588082050011,"afamer"
95,19,0,0,0,1,0,0,0,0,0,1,2,3,5,1,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,1,2,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,1,1,1,1,1,0,1,12,0,0,0,NA,1,30,5,1,15,0,1,7,0,1,1,0,1,4,3,1,2,2,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,1,1,2,NA,1,5,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,30,0,0,15,19,10,17,19,40,1,0,0,0,0,2,3,0,0,0,NA,1.01952357115759,0.85715619200333,0.889215336276408,0.734467820025759,0.955862074950643,0.71229492962834,"afamer"
96,30,1,1,0,0,0,0,0,0,3,1,1,1,4,3,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,1,1,0,0,0,NA,0,0,NA,1,2,0,1,0,0,1,2,0,1,1,0,1,2,0,0,0,NA,1,5,1,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,1,2,1,1,1.4,NA,1,2,1,1,1.3,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,NA,3,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,11,20,8,25,20,0,0,0,64.1,1,1,0,0,NA,3,5,3,0.262937119773701,0.48423035955149,0.309519989237848,0.459951461803369,0.429568245346273,0.521087058134002,"ethnic"
97,21,1,0,0,1,0,0,0,0,6,5,4,2,1,1,0,0,0,1,5,5,1,3,1,0,0,NA,0,0,NA,1,1,0,1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,0,1,3,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,6,0,0,0,NA,1,100,20,0,0,NA,1,3,0,0,0,NA,1,10,0,1,10,7,0,0,NA,1,1,0,1,2,NA,1,3,0,1,3,NA,1,3,3,1,1,NA,1,2,0,2,NA,6,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,0,1,2,NA,0,0,NA,NA,NA,NA,1,5,2,1,4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,1,2,NA,6,1,6,3,1,3,NA,0,0,NA,NA,NA,NA,1,10,4,1,3,NA,1,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,10,20,8,23,15,73,1,0,64.1,2,0,5,10,2,8,24,9,0.858149984069692,0.876242886313925,0.843569177350678,0.740008338542689,0.727657414453497,0.676164720078799,"afamer"
98,19,0,0,0,1,0,0,0,0,2,0,4,2,1,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,6,0,1,4,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,7,5,1,2,NA,1,4,2,1,2,NA,0,0,NA,NA,NA,NA,1,20,9,1,2,NA,0,0,NA,NA,NA,NA,1,6,3,1,1.5,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,2,NA,7,0,0,NA,NA,NA,NA,1,40,15,1,3,NA,1,8,4,1,2,NA,1,400,150,1,2.5,NA,1,20,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,1,0,1,1,1,0,0,0,0,0,0,0,0,21,0,29,0,0,5,23,5,26,12,40,6,0,76.8,6,3,2,10,0,5,77,34,1.23685480526016,0.792886130313221,1.3693891659313,0.700852944019023,1.38947873913636,0.67061075540173,"afamer"
99,23,0,0,0,1,0,0,0,0,4,3,3,3,1,0,0,0,0,1,15,5,1,2,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,2,0,0,NA,1,2,1,1,4,0,1,1,0,1,100,15,1,20,3,0,0,NA,1,10,5,1,10,10,1,90,10,0,0,NA,1,1,1,1,1.5,NA,1,1,1,1,1.5,NA,0,0,NA,NA,NA,NA,1,5,2,1,2,NA,0,0,NA,NA,NA,NA,1,3,2,1,2,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,2,1,2,NA,0,0,NA,NA,NA,NA,1,50,10,1,2,NA,1,50,15,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,33,0,0,16,17,9,12,18,54,2,2,76.8,3,2,1,2,2,6,14,9,0.734955487491131,0.761289182166424,0.773068225533969,0.779103647459699,0.577958337261768,0.594480076666639,"afamer"
100,20,0,0,0,1,0,0,1,0,3,3,4,5,1,1,1,1,0,1,5,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,1,0,0,NA,1,3,1,0,0,NA,0,0,NA,1,1,1,1,5,2,1,1,0,0,0,NA,0,0,NA,0,0,NA,1,3,2,0,0,NA,0,0,NA,0,0,NA,1,3,1,1,2,0,1,7,1,1,12,3,1,11,4,1,5,2,0,0,NA,1,17,4,1,7,7,1,53,7,1,13,2,1,7,3,1,13,7,1,5,1,1,37,22,0,0,NA,1,2,1,1,2,NA,1,2,2,1,3,NA,0,0,NA,NA,NA,NA,1,17,5,1,3,NA,1,1,1,1,2,NA,1,4,2,1,2,NA,1,3,1,1,2,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,4,2,1,3,NA,1,1,1,1,2,NA,1,12,4,1,3,NA,1,31,3,1,10,NA,1,7,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0,16,14,7,10,19,64,3,2,76.8,4,2,8,20,8,8,34,15,1.1362209059975,0.830235636891459,0.760718923348119,0.515074076874723,0.958758910369417,0.602535040959933,"multrace"
102,21,1,0,0,1,0,0,0,0,4,7,5,5,3,3,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,0,1,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,100,25,1,4,NA,1,79,57,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,25,0,0,12,15,12,32,24,0,0,0,51.3,3,0,0,0,NA,1,3,0,0.252303507269231,0.328214593661549,0.419652586534093,0.355483784354204,0.127468926529044,0.0892783544161486,"afamer"
103,21,1,0,0,1,0,0,0,0,3,5,3,3,1,1,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,1,2,NA,7,1,4,1,2,NA,5,1,0,0,2,NA,0,1,2,1,1,1,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,12,15,12,32,24,0,0,0,58.3,0,0,0,0,NA,4,9,3,-0.0847084020413871,-0.089539579478852,0.0577289204344914,0.0442939681989657,-0.0217120847039263,-0.014494666496867,"afamer"
104,18,1,0,0,1,0,0,0,0,1,2,4,2,7,5,1,1,0,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,10,7,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,4,2,2,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,28,0,0,11,14,10,28,23,54,1,1,0,0,0,1,1,1,0,0,NA,1.04534737831292,0.780505974673829,0.961219276433766,0.628996895723713,0.934835500924359,0.611562161912818,"afamer"
105,21,1,0,0,1,0,0,0,0,4,1,0,8,1,3,0,0,0,1,10,10,1,3,3,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,1,2,1,1,4,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,1,5,5,1,1,0,0,0,NA,1,10,2,0,0,NA,1,30,5,1,1,0,1,5,1,1,1,1,0,0,NA,1,2,2,1,10,3,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,0,2,NA,3,0,0,NA,NA,NA,NA,1,1,1,1,4,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,2,1,2,NA,1,5,3,1,2,NA,0,0,NA,NA,NA,NA,1,10,5,1,4,NA,1,10,10,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,16,13,12,32,25,58,1,1,76.8,1,1,6,12,8,5,13,7,1.02266976073939,0.679834238567488,1.46428084926548,0.657068454640153,1.08812890486371,0.474557369517766,"afamer"
106,24,0,0,0,1,0,0,0,0,5,1,3,3,2,3,1,0,0,1,50,25,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,2,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,1,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,10,10,0,0,NA,1,15,1,0,0,NA,0,0,NA,1,50,25,0,0,NA,1,500,100,1,50,10,1,10,5,1,5,5,1,10,2,1,150,100,1,100,100,0,0,NA,NA,NA,NA,1,4,2,1,5,NA,0,0,NA,NA,NA,NA,1,4,1,1,6,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,5,1,2,2,1,3,NA,1,10,10,1,5,NA,0,0,NA,NA,NA,NA,1,100,75,1,4,NA,1,100,75,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,37,0,0,20,25,12,31,11,60,2,1,54.3,4,2,4,7,4,5,21,16,0.726728461124767,0.666947912860219,0.877051649604746,0.629552004250344,0.702033153059592,0.55060218503523,"afamer"
108,19,1,0,0,1,0,0,0,0,2,5,5,5,1,1,1,1,1,0,0,NA,0,0,NA,1,8,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,3,1,15,10,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,100,100,0,0,NA,1,3,3,1,5,5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,1,1,2,NA,0,0,NA,NA,NA,NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,2,1,2,NA,1,5,5,1,2,NA,1,3,3,1,2,NA,1,20,13,1,2,NA,1,20,20,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,20,9,5,26,15,58,8,3,64.1,2,1,3,26,16,4,11,9,1.28941043641938,0.682504992703191,0.843165979090532,0.3489697432899,1.15280590227994,0.430237818365894,"afamer"
